Purchase_Order_Number,CapChem_Vendor_ID,CapChem_Vendor_Name,CapChem_Raw_Material_ID,CapChem_Raw_Material_Name,CapChem_Raw_Material_Category,Quantity,Unit_Price_Of_RM,Total_Amount,Purchase_Order_Date
PO202405157,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.38,7985,11020,08/02/24
PO202406852,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.14,32997,37617,08/02/24
PO202405161,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.83,7985,30583,09/02/24
PO202406844,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.41,32997,46526,09/02/24
PO202400489,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,2.92,1342810,3921006,09/02/24
PO202402788,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,46.31,1661752,76955736,09/02/24
PO202400485,V006,Navin Corp,RM0001,Ammonia,Nitrogen,20.61,1477091,30442846,09/02/24
PO202401257,V006,Navin Corp,RM0002,Urea,Nitrogen,17.72,1392684,24678361,09/02/24
PO202407396,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.04,249496,259476,09/02/24
PO202408817,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,9.48,258550,2451054,09/02/24
PO202408821,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,5.15,229822,1183584,09/02/24
PO202408822,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,1.42,258550,367141,09/02/24
PO202403537,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.63,2862356,27564489,10/02/24
PO202405573,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.88,8782,7729,10/02/24
PO202402022,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,0.78,1523730,1188510,10/02/24
PO202405158,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.25,11977,38926,10/02/24
PO202406853,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.96,32997,64675,10/02/24
PO202406846,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.51,32997,49826,10/02/24
PO202403546,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.87,2862356,22526742,10/02/24
PO202401263,V001,Jubair Corp,RM0002,Urea,Nitrogen,7.73,1645899,12722800,10/02/24
PO202402002,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,8.06,1185123,9552092,10/02/24
PO202402004,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,5.76,1185123,6826309,10/02/24
PO202407395,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.13,249496,281931,10/02/24
PO202401255,V006,Navin Corp,RM0002,Urea,Nitrogen,7.96,1392684,11085765,10/02/24
PO202402780,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,13.82,1728222,23884029,10/02/24
PO202407397,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.76,249496,688609,11/02/24
PO202404232,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,8.16,1756251,14331009,11/02/24
PO202400487,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,18.73,1745653,32696081,11/02/24
PO202405163,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.56,7985,12457,11/02/24
PO202404678,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.71,252242,179092,11/02/24
PO202402005,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,7.03,1185123,8331415,11/02/24
PO202408819,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,3.01,258550,778236,11/02/24
PO202404248,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,5.57,2174406,12111442,11/02/24
PO202400482,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,12.49,1678512,20964615,12/02/24
PO202400483,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,19.95,1342810,26789060,12/02/24
PO202406353,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.68,85028,142848,12/02/24
PO202406363,V010,ChemTech Corp,RM0011,Boron,Micronutrient,0.44,85028,37413,12/02/24
PO202408068,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,5.55,217118,1205005,12/02/24
PO202401259,V006,Navin Corp,RM0002,Urea,Nitrogen,21,1392684,29246364,12/02/24
PO202408824,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,0.37,229822,85035,12/02/24
PO202405919,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.19,119470,142170,12/02/24
PO202403534,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.36,2862356,12479873,13/02/24
PO202403545,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.38,2862356,6812408,13/02/24
PO202402794,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,25.34,1728222,43793146,13/02/24
PO202408073,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,0.98,342817,335961,13/02/24
PO202401262,V005,Volga Chemicals,RM0002,Urea,Nitrogen,13.24,1645899,21791703,13/02/24
PO202408072,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.42,217118,525426,13/02/24
PO202408815,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,8.12,229822,1866155,13/02/24
PO202404679,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.64,252242,161435,13/02/24
PO202408818,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,11.84,258550,3061232,14/02/24
PO202402795,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,4.53,1661752,7527737,14/02/24
PO202404235,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,4.18,1756251,7341130,14/02/24
PO202406356,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.55,85028,131794,14/02/24
PO202403535,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.83,2862356,16687536,14/02/24
PO202400501,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,2.93,1745653,5114764,14/02/24
PO202400497,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,16.22,1678512,27225465,14/02/24
PO202405917,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.04,119470,124249,14/02/24
PO202404252,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,0.54,2174406,1174180,14/02/24
PO202402013,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,9.02,1467295,13235001,14/02/24
PO202408070,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.17,217118,905383,14/02/24
PO202404677,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.68,252242,171525,14/02/24
PO202404246,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,2.94,1756251,5163378,14/02/24
PO202407403,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,3.18,249496,793398,14/02/24
PO202402783,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,40.75,1329402,54173132,14/02/24
PO202406362,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.51,85028,128393,15/02/24
PO202403551,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.06,2862356,14483522,15/02/24
PO202403548,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.76,2862356,16487171,15/02/24
PO202408061,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.21,342817,2128894,15/02/24
PO202402003,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,5.5,1467295,8070123,15/02/24
PO202400491,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,26.27,1409951,37039413,15/02/24
PO202402008,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,9.71,1467295,14247435,15/02/24
PO202408823,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,1.86,229822,427469,15/02/24
PO202404239,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.6,2174406,18699892,16/02/24
PO202405574,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.55,13173,7246,16/02/24
PO202405166,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.58,7985,28587,16/02/24
PO202403550,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2,2862356,5724712,16/02/24
PO202404236,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,1.88,1756251,3301752,16/02/24
PO202402776,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,31.36,1728222,54197042,16/02/24
PO202408805,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,3.13,258550,809262,16/02/24
PO202402012,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,1.48,1523730,2255121,16/02/24
PO202408067,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.35,342817,2862522,16/02/24
PO202402007,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,5.8,1185123,6873714,16/02/24
PO202406354,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.2,85028,102034,17/02/24
PO202401256,V006,Navin Corp,RM0002,Urea,Nitrogen,22.85,1392684,31822830,17/02/24
PO202404244,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,9.05,2174406,19678375,17/02/24
PO202408807,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,7.53,229822,1730560,17/02/24
PO202405165,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.06,11977,12696,17/02/24
PO202408058,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.74,342817,2653404,17/02/24
PO202407405,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.03,249496,256981,17/02/24
PO202407407,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.38,249496,593801,17/02/24
PO202401260,V006,Navin Corp,RM0002,Urea,Nitrogen,2.12,1392684,2952491,18/02/24
PO202406847,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.84,32997,60715,18/02/24
PO202405578,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.55,8782,4831,18/02/24
PO202402010,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,4.86,1185123,5759698,18/02/24
PO202404242,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.61,2174406,18721636,18/02/24
PO202408804,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,9.09,258550,2350220,19/02/24
PO202407398,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.98,249496,494003,19/02/24
PO202408060,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.77,342817,1635238,19/02/24
PO202407409,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,0.74,249496,184628,19/02/24
PO202400490,V006,Navin Corp,RM0001,Ammonia,Nitrogen,9.79,1477091,14460721,19/02/24
PO202408820,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,9.4,229822,2160327,19/02/24
PO202405926,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.12,119470,133807,19/02/24
PO202401252,V006,Navin Corp,RM0002,Urea,Nitrogen,21.8,1392684,30360512,19/02/24
PO202401268,V005,Volga Chemicals,RM0002,Urea,Nitrogen,14.79,1645899,24342847,20/02/24
PO202402785,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,44.22,1794692,79361281,20/02/24
PO202408055,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,3.47,342817,1189575,20/02/24
PO202408816,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,6.23,258550,1610767,20/02/24
PO202404683,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.57,252242,143778,20/02/24
PO202404238,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,6.34,2174406,13785735,20/02/24
PO202406357,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.15,85028,97783,20/02/24
PO202403538,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.88,2862356,8243586,20/02/24
PO202400502,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,1.17,1409951,1649643,20/02/24
PO202402021,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,3.17,1523730,4830225,21/02/24
PO202404251,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,1.21,1756251,2125064,21/02/24
PO202400503,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,0.37,1409951,521682,21/02/24
PO202405160,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.18,11977,38087,21/02/24
PO202405922,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,119470,119470,21/02/24
PO202405575,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.51,13173,6719,21/02/24
PO202404243,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.65,2174406,18808612,21/02/24
PO202401254,V006,Navin Corp,RM0002,Urea,Nitrogen,6.09,1392684,8481446,21/02/24
PO202405921,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.13,119470,135002,22/02/24
PO202402784,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,19.25,1794692,34547821,22/02/24
PO202403541,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.6,2862356,21753906,22/02/24
PO202408812,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,4.89,229822,1123830,22/02/24
PO202402777,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,34.01,1794692,61037475,22/02/24
PO202402017,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,1.52,1467295,2230289,22/02/24
PO202405173,V013,Beijing Corp,RM0008,Iron,Micronutrient,0.88,7985,7027,22/02/24
PO202401258,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,15.78,1266076,19978680,23/02/24
PO202407402,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,3.06,249496,763458,23/02/24
PO202407401,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.47,249496,616256,23/02/24
PO202408071,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.81,217118,1044338,23/02/24
PO202404250,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.37,2174406,9502155,23/02/24
PO202405168,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.72,11977,44555,23/02/24
PO202401270,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,6.06,1266076,7672421,23/02/24
PO202402018,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,1.58,1185123,1872495,23/02/24
PO202401267,V006,Navin Corp,RM0002,Urea,Nitrogen,5.21,1392684,7255884,23/02/24
PO202405170,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.08,7985,16609,23/02/24
PO202402792,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,22.21,1661752,36907512,23/02/24
PO202408814,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,11.64,258550,3009522,24/02/24
PO202404249,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.52,2174406,5479504,24/02/24
PO202402019,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,2.51,1185123,2974659,24/02/24
PO202406843,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.15,32997,37947,25/02/24
PO202406848,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.21,32997,39927,25/02/24
PO202408062,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.21,217118,479831,25/02/24
PO202403540,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.69,2862356,7699738,25/02/24
PO202406358,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.02,85028,86729,25/02/24
PO202408065,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.14,217118,1333105,25/02/24
PO202408057,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.04,342817,1384981,25/02/24
PO202405925,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.14,119470,136196,25/02/24
PO202402006,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,5.32,1185123,6304855,25/02/24
PO202403543,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.7,2862356,27764854,25/02/24
PO202405918,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.17,119470,139780,26/02/24
PO202401264,V001,Jubair Corp,RM0002,Urea,Nitrogen,11.52,1645899,18960757,26/02/24
PO202400496,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,20.31,1678512,34090579,26/02/24
PO202408064,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,3.53,217118,766427,26/02/24
PO202402020,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,7.42,1523730,11306077,26/02/24
PO202407399,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.94,249496,484023,26/02/24
PO202404245,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.49,2174406,5414271,26/02/24
PO202401271,V006,Navin Corp,RM0002,Urea,Nitrogen,0.4,1392684,557074,26/02/24
PO202404233,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,9.21,1756251,16175072,26/02/24
PO202402014,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,7.52,1467295,11034059,27/02/24
PO202404681,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.97,252242,244675,27/02/24
PO202402791,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,20.5,1728222,35428551,27/02/24
PO202405924,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.03,119470,123055,27/02/24
PO202403552,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,0.18,2862356,515225,27/02/24
PO202405171,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.92,7985,31302,27/02/24
PO202402786,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,4.85,1794692,8704257,27/02/24
PO202402793,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,45.26,1329402,60168735,27/02/24
PO202405577,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.88,8782,7729,27/02/24
PO202408803,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,7.79,229822,1790314,27/02/24
PO202406855,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,0.44,32997,14519,27/02/24
PO202405164,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.03,7985,24195,27/02/24
PO202400492,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,19.39,1678512,32546348,28/02/24
PO202404237,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,7.68,1756251,13488008,28/02/24
PO202408811,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,2.29,229822,526293,28/02/24
PO202400495,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,9.11,1342810,12233000,28/02/24
PO202400500,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,1.79,1342810,2403630,28/02/24
PO202406854,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.05,32997,34647,28/02/24
PO202405162,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.41,7985,11259,28/02/24
PO202402807,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,25.31,1794692,45423655,01/03/24
PO202406366,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.38,85028,117339,01/03/24
PO202405585,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.75,8782,6587,01/03/24
PO202401284,V001,Jubair Corp,RM0002,Urea,Nitrogen,4.8,1645899,7900316,01/03/24
PO202408845,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,0.85,258550,219768,01/03/24
PO202405931,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.97,119470,115886,01/03/24
PO202403560,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.69,2862356,10562094,01/03/24
PO202406375,V010,ChemTech Corp,RM0011,Boron,Micronutrient,0.96,85028,81627,01/03/24
PO202408083,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.14,342817,2790531,01/03/24
PO202407410,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.73,249496,681125,01/03/24
PO202403564,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.84,2862356,19578516,01/03/24
PO202401278,V001,Jubair Corp,RM0002,Urea,Nitrogen,2.36,1645899,3884322,01/03/24
PO202406865,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.26,32997,74574,01/03/24
PO202401274,V005,Volga Chemicals,RM0002,Urea,Nitrogen,11.82,1645899,19454527,01/03/24
PO202403557,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.07,2862356,5925077,02/03/24
PO202408835,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,12.18,229822,2799232,02/03/24
PO202400528,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,3.2,1342810,4296992,02/03/24
PO202402798,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,3.44,1329402,4573143,02/03/24
PO202405933,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.91,119470,108718,02/03/24
PO202402808,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,42.45,1661752,70541373,02/03/24
PO202402801,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,24.65,1329402,32769760,02/03/24
PO202401294,V001,Jubair Corp,RM0002,Urea,Nitrogen,2.15,1645899,3538683,02/03/24
PO202402811,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,24.09,1329402,32025295,02/03/24
PO202400512,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,15.9,1342810,21350679,02/03/24
PO202408080,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.73,342817,935891,02/03/24
PO202404267,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,2.61,1756251,4583816,02/03/24
PO202401291,V006,Navin Corp,RM0002,Urea,Nitrogen,3.36,1392684,4679419,02/03/24
PO202405175,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.11,7985,8864,03/03/24
PO202404260,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,3.33,2174406,7240772,03/03/24
PO202405177,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.34,7985,10700,03/03/24
PO202401285,V006,Navin Corp,RM0002,Urea,Nitrogen,1.54,1392684,2144734,03/03/24
PO202408077,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,5.32,342817,1823787,03/03/24
PO202405187,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.06,11977,12696,03/03/24
PO202405191,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3,11977,35931,03/03/24
PO202406866,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.24,32997,40917,03/03/24
PO202404687,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.6,252242,151346,03/03/24
PO202406858,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.09,32997,68964,03/03/24
PO202403572,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,0.89,2862356,2547497,03/03/24
PO202405192,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.31,7985,18446,04/03/24
PO202401273,V001,Jubair Corp,RM0002,Urea,Nitrogen,7.48,1645899,12311325,04/03/24
PO202400530,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,0.99,1409951,1395852,04/03/24
PO202401290,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,16.49,1266076,20877594,04/03/24
PO202404259,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,5.8,1756251,10186256,04/03/24
PO202403562,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.8,2862356,25188733,04/03/24
PO202408087,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.89,342817,2362010,04/03/24
